layer,feature_idx,effect_size,acc_delta_pct,ent_delta,beneficial
12,7720,0.3914,-0.0997,0.000680,False
12,8142,0.3345,-0.0142,-0.000107,False
12,11713,0.4396,0.0855,-0.000656,True
13,1771,0.3663,-0.0570,-0.000064,False
13,10159,0.4230,-0.2279,0.001339,False
13,10199,0.2614,0.0000,0.000042,False
13,13767,0.5643,0.0142,-0.000549,True
13,15602,0.3164,-0.1424,0.000232,False
14,2024,0.3971,-0.0997,0.004947,False
14,2036,0.3815,-0.1852,0.000492,False
14,5545,0.3229,0.0570,-0.000241,True
14,6092,0.2964,-0.0427,0.000403,False
14,6866,0.3553,-0.0712,0.000438,False
15,374,0.3890,-0.1139,0.001218,False
15,942,0.4268,-0.1139,0.000004,False
15,7747,0.4418,-0.0427,-0.000199,False
15,8431,0.4182,0.0000,-0.000210,True
15,8576,0.5265,0.0570,-0.000414,True
16,2341,0.3063,-0.0427,0.000753,False
16,3935,0.3573,-0.0427,-0.000068,False
16,4767,0.2922,-0.0712,0.000017,False
16,7629,0.3007,-0.0285,-0.000453,False
16,12497,0.2671,-0.0285,-0.000763,False
17,8637,0.3685,-0.0570,-0.001495,False
17,11019,0.4270,-0.0570,0.000125,False
17,11255,0.3035,-0.1424,0.000484,False
17,12474,0.3232,0.0427,0.000380,False
17,12709,0.3186,0.0000,-0.000609,True
18,2716,0.3753,-0.0285,-0.000233,False
18,3063,0.3681,0.0000,-0.000057,True
18,6388,0.3296,-0.0142,0.000054,False
18,7967,0.5268,-0.5555,0.005585,False
18,9854,0.3330,-0.0427,0.000170,False
19,1118,0.3996,-0.0712,0.000377,False
19,8009,0.4166,-0.0427,-0.000084,False
19,13074,0.4313,-0.0427,-0.000668,False
19,14277,0.4286,-0.4843,0.002164,False
19,14449,0.4101,-0.0570,-0.000058,False
20,328,0.4410,-0.0712,-0.008995,False
20,2566,0.4061,-0.1282,0.000943,False
20,12440,0.4805,0.0000,0.001289,False
20,14574,0.3852,-0.0712,-0.000450,False
20,16025,0.4551,-0.1139,-0.000034,False
21,2239,0.4357,-0.0285,-0.000379,False
21,2596,0.4666,0.0000,0.000068,False
21,11044,0.4693,-0.0997,-0.002160,False
21,14312,0.3913,-0.0142,0.000481,False
21,14638,0.4065,0.0000,-0.002244,True
22,2723,0.4409,-0.0285,-0.000153,False
22,4287,0.5268,0.0000,-0.008187,True
22,7554,0.4174,0.0285,-0.001939,True
22,14638,0.6116,-0.0997,-0.004767,False
22,16185,0.3468,-0.0285,0.000079,False
23,2155,0.3725,0.0427,-0.000146,True
23,3334,0.4129,-0.0285,-0.001005,False
23,6062,0.4930,-0.0997,0.000409,False
23,11655,0.3875,0.0570,0.006468,False
23,12731,0.3703,0.0712,-0.001970,True
24,1927,0.4273,-0.0570,-0.000802,False
24,4551,0.5260,-0.0712,0.000006,False
24,10089,0.4499,0.0427,0.000710,False
24,12111,0.4346,-0.1282,0.002547,False
24,15965,0.5709,-0.1709,0.001349,False
25,2065,0.4748,-0.2564,-0.016971,False
25,4414,0.4620,-0.1139,0.000164,False
25,5890,0.4957,-0.3133,-0.011044,False
25,6189,0.5176,-0.0855,-0.006221,False
25,10552,0.6293,-0.1282,-0.012058,False
26,622,0.4269,-0.4700,0.000223,False
26,4685,0.3741,-0.0427,-0.000310,False
26,12945,0.6681,-0.0427,-0.039960,False
26,13210,0.3479,0.0142,0.000192,False
26,14141,0.3529,-0.1139,0.000756,False
27,426,0.4845,-0.0712,0.000193,False
27,1114,0.7432,-0.0570,-0.080843,False
27,1195,0.5669,-0.0712,-0.092533,False
27,2009,0.4805,-0.0142,-0.000802,False
27,4150,0.5547,-0.0570,0.000837,False
28,7215,0.4766,-0.1282,-0.001522,False
28,8918,0.4700,-0.0855,-0.004236,False
28,9766,0.3474,0.0142,-0.000178,True
28,11036,0.3601,0.0285,-0.000558,True
28,15323,0.5895,0.0285,-0.042886,True
29,3188,0.4877,-0.0712,-0.013159,False
29,6146,0.5733,0.0142,-0.035135,True
29,7337,0.6235,-0.0712,-0.018538,False
29,9828,0.3952,0.0427,-0.030291,True
29,11515,0.5060,0.0000,0.000899,False
30,394,0.5537,-0.1994,-0.005237,False
30,4883,0.6327,0.0285,-0.029029,True
30,11203,0.6297,-0.1282,-0.017351,False
30,11296,0.4282,0.0142,-0.000215,True
30,13342,0.4452,-0.4415,-0.011770,False
31,1086,0.6228,-0.2706,-0.015952,False
31,2996,0.5955,-0.1709,-0.004168,False
31,7140,0.4877,-0.0285,-0.000527,False
31,11159,0.7170,0.0712,-0.047047,True
31,11420,0.4328,-0.0285,-0.001963,False
32,4883,0.6926,0.0142,-0.041205,True
32,6869,0.4626,-0.0712,-0.006461,False
32,6994,0.6015,-0.0855,-0.007485,False
32,15817,0.4931,-0.2564,-0.014621,False
32,16022,0.5165,-0.0855,-0.001594,False
33,3345,0.5637,-0.0997,-0.015862,False
33,5971,0.5911,-0.1852,-0.015477,False
33,8916,0.4683,0.0142,-0.006293,True
33,10212,0.6026,0.0285,-0.021862,True
33,12581,0.6692,-0.1139,-0.037728,False
34,2277,0.4046,-0.2136,-0.001050,False
34,7538,0.5074,0.0142,-0.034139,True
34,8076,0.4007,-0.0142,0.000244,False
34,12592,0.5163,-0.0142,0.002049,False
34,14257,0.4105,-0.5697,-0.090243,False
35,5016,0.5105,0.0142,-0.044255,True
35,7859,0.5155,-0.0427,0.003405,False
35,10064,0.4461,-0.2849,-0.097423,False
35,12159,0.4563,-0.0570,0.005961,False
35,15927,0.4884,0.1139,0.001164,False
36,4624,0.4058,-0.0285,-0.000101,False
36,7353,0.4167,-0.1709,-0.035509,False
36,7456,0.5706,0.0142,-0.045320,True
36,10177,0.4124,-0.3418,-0.002752,False
36,11111,0.5330,-0.0427,0.001347,False
37,226,0.4402,-0.1139,-0.033854,False
37,295,0.3961,0.1709,-0.002210,True
37,5207,0.4114,0.0142,-0.000434,True
37,7839,0.4839,0.0570,-0.051880,True
37,14951,0.3351,-0.0427,-0.000020,False
38,606,0.5313,-0.0997,-0.035456,False
38,3203,0.3833,0.0285,-0.000991,True
38,3949,0.4061,-0.0997,0.000617,False
38,6353,0.3859,-0.2136,0.011771,False
38,14186,0.4256,-0.3133,0.038183,False
39,1064,0.4454,-0.0142,0.001828,False
39,1537,0.4239,-0.2991,-0.045407,False
39,4330,0.4731,-0.1567,-0.000641,False
39,5304,0.3998,0.0712,0.001240,False
39,6793,0.5203,-0.0855,-0.014365,False
40,696,0.5047,0.0285,-0.085755,True
40,1973,0.4205,-0.1139,0.000413,False
40,7200,0.6018,-0.1424,-0.046644,False
40,7748,0.4712,-0.1567,-0.011387,False
40,15479,0.4693,0.0712,-0.000747,True
41,52,0.4172,-0.0997,-0.000249,False
41,3277,0.4074,0.0142,-0.000061,True
41,4018,0.3713,-0.0285,0.000061,False
41,4991,0.5066,-0.1424,0.000819,False
41,7335,0.5563,-0.7264,-0.017016,False
